96.jpg  1926BDZ  False  No
97.jpg 4287CHD 4287CHD 7 True 99.99940000000001 Si 4 1.0 2 1.0 8 1.0 7 1.0 C 0.999995 H 0.999999 D 0.999964 19.771687030792236
98.jpg 9366FZY 9366FZY 7 True 99.9694142857143 Si 9 1.0 3 1.0 6 0.999412 6 0.999946 F 0.999997 Z 0.999233 Y 0.999271 21.230186223983765
99.jpg 8CRP 6861CRP 4 False 97.55149999999999 Si 8 0.915714 C 0.999987 R 0.993499 P 0.99286 14.06807565689087
100.jpg 6558KHT 6558KHT 7 True 99.99435714285714 Si 6 0.999742 5 0.999991 5 0.999952 8 1.0 K 0.999977 H 0.999943 T 1.0 21.252261877059937
